"maxclustersize","ntips","nhybrids","Network","level","treechild","name"
3,15,1,"simulated",1,TRUE,"sim_1"
3,19,1,"simulated",1,TRUE,"sim_2"
3,39,6,"simulated",4,TRUE,"sim_3"
6,48,13,"simulated",12,FALSE,"sim_4"
5,34,6,"simulated",6,FALSE,"sim_5"
8,55,19,"simulated",19,FALSE,"sim_6"
14,102,40,"simulated",40,FALSE,"sim_7"
3,37,2,"simulated",1,TRUE,"sim_10"
4,24,4,"simulated",4,TRUE,"sim_11"
4,23,5,"simulated",5,FALSE,"sim_12"
7,83,17,"simulated",17,FALSE,"sim_14"
3,27,3,"simulated",2,TRUE,"sim_16"
6,48,9,"simulated",9,TRUE,"sim_17"
6,56,12,"simulated",12,FALSE,"sim_18"
3,28,1,"simulated",1,TRUE,"sim_19"
3,16,1,"simulated",1,TRUE,"sim_20"
5,60,8,"simulated",8,FALSE,"sim_21"
14,117,36,"simulated",35,FALSE,"sim_22"
3,24,2,"simulated",1,TRUE,"sim_23"
3,23,2,"simulated",1,TRUE,"sim_24"
5,48,8,"simulated",8,TRUE,"sim_25"
3,29,4,"simulated",2,TRUE,"sim_26"
3,21,1,"simulated",1,TRUE,"sim_28"
9,81,23,"simulated",23,FALSE,"sim_29"
3,11,2,"simulated",2,TRUE,"sim_31"
3,23,2,"simulated",2,TRUE,"sim_32"
6,68,15,"simulated",14,FALSE,"sim_33"
3,32,3,"simulated",3,TRUE,"sim_37"
3,23,3,"simulated",1,FALSE,"sim_40"
5,42,5,"simulated",5,TRUE,"sim_41"
6,68,14,"simulated",12,FALSE,"sim_43"
4,45,3,"simulated",2,FALSE,"sim_44"
3,16,1,"simulated",1,TRUE,"sim_45"
5,38,11,"simulated",11,FALSE,"sim_46"
3,28,1,"simulated",1,TRUE,"sim_48"
16,136,41,"simulated",41,FALSE,"sim_49"
4,59,7,"simulated",7,TRUE,"sim_50"
4,37,3,"simulated",3,FALSE,"sim_52"
4,58,5,"simulated",5,TRUE,"sim_55"
12,110,32,"simulated",32,FALSE,"sim_60"
4,75,8,"simulated",8,FALSE,"sim_62"
4,90,9,"simulated",8,FALSE,"sim_63"
5,81,11,"simulated",11,FALSE,"sim_64"
4,41,3,"simulated",3,TRUE,"sim_66"
3,34,2,"simulated",2,TRUE,"sim_67"
3,42,1,"simulated",1,TRUE,"sim_68"
3,31,3,"simulated",3,TRUE,"sim_71"
3,36,3,"simulated",2,TRUE,"sim_72"
4,15,2,"simulated",2,TRUE,"sim_74"
3,16,2,"simulated",1,TRUE,"sim_75"
15,143,44,"simulated",44,FALSE,"sim_76"
4,32,5,"simulated",5,TRUE,"sim_77"
3,19,2,"simulated",1,TRUE,"sim_79"
4,54,7,"simulated",7,TRUE,"sim_80"
3,30,1,"simulated",1,TRUE,"sim_81"
6,74,10,"simulated",10,FALSE,"sim_84"
3,15,1,"simulated",1,TRUE,"sim_85"
5,65,10,"simulated",10,FALSE,"sim_86"
4,65,7,"simulated",7,TRUE,"sim_88"
3,16,1,"simulated",1,TRUE,"sim_92"
3,38,3,"simulated",2,TRUE,"sim_94"
7,102,16,"simulated",16,FALSE,"sim_97"
6,100,15,"simulated",15,FALSE,"sim_98"
4,36,4,"simulated",4,TRUE,"sim_99"
3,16,1,"simulated",1,TRUE,"sim_100"
3,15,1,"simulated",1,TRUE,"sim_101"
3,38,3,"simulated",1,TRUE,"sim_102"
4,24,3,"simulated",3,FALSE,"sim_105"
3,37,2,"simulated",1,TRUE,"sim_106"
3,42,5,"simulated",2,FALSE,"sim_109"
3,23,2,"simulated",2,TRUE,"sim_111"
3,38,2,"simulated",1,TRUE,"sim_113"
3,24,3,"simulated",2,TRUE,"sim_114"
3,35,1,"simulated",1,TRUE,"sim_116"
3,50,4,"simulated",1,FALSE,"sim_118"
3,18,1,"simulated",1,TRUE,"sim_120"
4,61,4,"simulated",4,FALSE,"sim_124"
5,133,14,"simulated",11,FALSE,"sim_125"
3,39,2,"simulated",1,TRUE,"sim_126"
5,46,11,"simulated",11,FALSE,"sim_127"
3,63,4,"simulated",3,TRUE,"sim_128"
3,37,3,"simulated",1,FALSE,"sim_129"
3,51,3,"simulated",2,TRUE,"sim_130"
3,28,4,"simulated",1,TRUE,"sim_131"
3,51,2,"simulated",2,TRUE,"sim_132"
3,14,1,"simulated",1,TRUE,"sim_133"
3,33,1,"simulated",1,TRUE,"sim_134"
4,25,2,"simulated",2,TRUE,"sim_135"
5,74,9,"simulated",7,FALSE,"sim_138"
3,81,8,"simulated",2,FALSE,"sim_140"
3,28,2,"simulated",1,TRUE,"sim_141"
3,29,1,"simulated",1,TRUE,"sim_142"
3,79,2,"simulated",1,TRUE,"sim_143"
3,43,3,"simulated",2,TRUE,"sim_148"
3,29,2,"simulated",2,FALSE,"sim_151"
3,36,4,"simulated",2,TRUE,"sim_152"
3,132,6,"simulated",2,FALSE,"sim_153"
4,116,8,"simulated",5,TRUE,"sim_155"
3,28,1,"simulated",1,TRUE,"sim_158"
3,25,2,"simulated",1,TRUE,"sim_159"
3,100,4,"simulated",1,TRUE,"sim_160"
3,35,1,"simulated",1,TRUE,"sim_163"
3,30,2,"simulated",1,TRUE,"sim_164"
3,32,1,"simulated",1,TRUE,"sim_167"
3,50,3,"simulated",2,TRUE,"sim_168"
3,78,8,"simulated",6,FALSE,"sim_169"
3,35,1,"simulated",1,TRUE,"sim_171"
3,38,2,"simulated",2,FALSE,"sim_173"
3,35,1,"simulated",1,TRUE,"sim_177"
3,63,4,"simulated",2,TRUE,"sim_179"
4,44,5,"simulated",3,FALSE,"sim_182"
3,58,2,"simulated",1,TRUE,"sim_189"
3,19,1,"simulated",1,TRUE,"sim_194"
3,16,1,"simulated",1,TRUE,"sim_196"
3,20,2,"simulated",2,TRUE,"sim_197"
3,14,1,"simulated",1,TRUE,"sim_198"
4,30,3,"simulated",3,TRUE,"sim_200"
3,14,1,"simulated",1,TRUE,"sim_202"
3,27,2,"simulated",1,FALSE,"sim_211"
3,57,2,"simulated",2,TRUE,"sim_213"
3,48,3,"simulated",2,TRUE,"sim_214"
3,48,2,"simulated",2,TRUE,"sim_215"
3,59,1,"simulated",1,TRUE,"sim_222"
3,126,5,"simulated",2,TRUE,"sim_224"
4,75,3,"simulated",2,FALSE,"sim_225"
3,41,2,"simulated",1,FALSE,"sim_227"
3,18,2,"simulated",2,TRUE,"sim_229"
3,67,3,"simulated",1,TRUE,"sim_231"
3,38,1,"simulated",1,TRUE,"sim_232"
3,26,1,"simulated",1,TRUE,"sim_234"
3,26,1,"simulated",1,TRUE,"sim_235"
3,23,1,"simulated",1,TRUE,"sim_238"
3,45,2,"simulated",1,TRUE,"sim_246"
4,119,5,"simulated",3,FALSE,"sim_247"
3,60,2,"simulated",1,TRUE,"sim_249"
3,36,1,"simulated",1,TRUE,"sim_252"
3,73,1,"simulated",1,TRUE,"sim_256"
3,65,3,"simulated",1,FALSE,"sim_257"
3,17,1,"simulated",1,TRUE,"sim_261"
3,91,4,"simulated",1,TRUE,"sim_264"
3,69,3,"simulated",1,TRUE,"sim_265"
3,19,1,"simulated",1,TRUE,"sim_266"
3,97,2,"simulated",1,TRUE,"sim_270"
3,69,3,"simulated",1,TRUE,"sim_271"
3,16,3,"simulated",2,TRUE,"sim_272"
3,50,1,"simulated",1,TRUE,"sim_273"
3,79,2,"simulated",1,TRUE,"sim_274"
3,68,2,"simulated",1,TRUE,"sim_278"
3,27,2,"simulated",1,TRUE,"sim_280"
3,17,1,"simulated",1,TRUE,"sim_281"
3,6,1,"simulated",1,TRUE,"sim_287"
3,126,2,"simulated",1,TRUE,"sim_288"
3,38,1,"simulated",1,TRUE,"sim_292"
3,14,1,"simulated",1,TRUE,"sim_294"
3,56,1,"simulated",1,TRUE,"sim_296"
3,53,1,"simulated",1,TRUE,"sim_297"
3,75,1,"simulated",1,TRUE,"sim_298"
3,41,1,"simulated",1,TRUE,"sim_300"
3,58,1,"simulated",1,TRUE,"sim_302"
3,22,1,"simulated",1,TRUE,"sim_304"
3,59,2,"simulated",1,TRUE,"sim_305"
3,139,2,"simulated",1,TRUE,"sim_308"
3,11,1,"simulated",1,TRUE,"sim_309"
3,31,3,"simulated",1,TRUE,"sim_310"
3,77,1,"simulated",1,TRUE,"sim_312"
3,143,4,"simulated",1,TRUE,"sim_314"
3,14,1,"simulated",1,TRUE,"sim_318"
3,105,1,"simulated",1,TRUE,"sim_323"
3,56,1,"simulated",1,TRUE,"sim_325"
3,41,1,"simulated",1,TRUE,"sim_326"
3,119,3,"simulated",1,TRUE,"sim_331"
3,13,1,"simulated",1,TRUE,"sim_334"
3,71,2,"simulated",1,TRUE,"sim_338"
3,29,1,"simulated",1,TRUE,"sim_339"
3,39,1,"simulated",1,TRUE,"sim_340"
3,36,1,"simulated",1,TRUE,"sim_341"
3,28,1,"simulated",1,TRUE,"sim_342"
3,42,1,"simulated",1,TRUE,"sim_350"
3,52,2,"simulated",1,FALSE,"sim_362"
3,40,1,"simulated",1,TRUE,"sim_363"
3,62,1,"simulated",1,TRUE,"sim_369"
3,68,2,"simulated",1,TRUE,"sim_373"
3,58,2,"simulated",1,TRUE,"sim_375"
3,61,1,"simulated",1,TRUE,"sim_384"
3,22,1,"simulated",1,TRUE,"sim_385"
3,29,1,"simulated",1,TRUE,"sim_386"
3,72,1,"simulated",1,TRUE,"sim_391"
3,49,1,"simulated",1,TRUE,"sim_393"
3,29,2,"simulated",1,TRUE,"sim_394"
3,44,4,"simulated",1,TRUE,"sim_397"
4,24,4,"simulated",3,TRUE,"sim_398"
3,42,2,"simulated",1,FALSE,"sim_401"
3,27,1,"simulated",1,TRUE,"sim_404"
3,78,1,"simulated",1,TRUE,"sim_406"
3,57,1,"simulated",1,TRUE,"sim_408"
3,114,1,"simulated",1,TRUE,"sim_410"
4,18,3,"simulated",3,TRUE,"sim_411"
5,35,7,"simulated",7,FALSE,"sim_412"
3,14,1,"simulated",1,TRUE,"sim_413"
5,30,9,"simulated",9,FALSE,"sim_415"
3,15,1,"simulated",1,TRUE,"sim_416"
6,27,12,"simulated",12,FALSE,"sim_417"
4,30,6,"simulated",6,FALSE,"sim_419"
3,34,1,"simulated",1,TRUE,"sim_423"
3,16,1,"simulated",1,TRUE,"sim_426"
3,27,2,"simulated",2,TRUE,"sim_427"
3,18,1,"simulated",1,TRUE,"sim_429"
3,25,3,"simulated",3,TRUE,"sim_431"
3,28,2,"simulated",1,TRUE,"sim_432"
3,13,2,"simulated",2,TRUE,"sim_434"
6,27,9,"simulated",9,FALSE,"sim_435"
4,28,4,"simulated",3,TRUE,"sim_436"
3,16,4,"simulated",3,TRUE,"sim_437"
6,34,11,"simulated",11,FALSE,"sim_438"
3,7,1,"simulated",1,TRUE,"sim_439"
3,28,1,"simulated",1,TRUE,"sim_441"
4,23,5,"simulated",5,FALSE,"sim_442"
5,43,13,"simulated",12,FALSE,"sim_444"
12,61,31,"simulated",31,FALSE,"sim_447"
4,44,9,"simulated",7,FALSE,"sim_448"
4,24,5,"simulated",5,FALSE,"sim_449"
4,21,4,"simulated",4,TRUE,"sim_450"
3,10,1,"simulated",1,TRUE,"sim_451"
4,18,5,"simulated",5,FALSE,"sim_453"
14,61,37,"simulated",37,FALSE,"sim_454"
3,9,1,"simulated",1,TRUE,"sim_455"
7,36,14,"simulated",14,FALSE,"sim_457"
5,36,7,"simulated",7,FALSE,"sim_459"
6,47,8,"simulated",8,FALSE,"sim_460"
4,16,2,"simulated",2,TRUE,"sim_463"
7,49,17,"simulated",17,FALSE,"sim_464"
5,25,5,"simulated",5,FALSE,"sim_465"
5,29,6,"simulated",6,FALSE,"sim_468"
3,29,1,"simulated",1,TRUE,"sim_469"
5,30,6,"simulated",6,FALSE,"sim_470"
5,28,8,"simulated",8,FALSE,"sim_473"
4,32,5,"simulated",4,TRUE,"sim_474"
5,34,8,"simulated",8,FALSE,"sim_475"
4,18,4,"simulated",4,FALSE,"sim_476"
5,31,12,"simulated",10,FALSE,"sim_477"
11,77,30,"simulated",28,FALSE,"sim_479"
4,28,5,"simulated",5,FALSE,"sim_483"
6,45,10,"simulated",9,FALSE,"sim_484"
3,10,1,"simulated",1,TRUE,"sim_485"
11,76,38,"simulated",38,FALSE,"sim_486"
5,29,10,"simulated",10,FALSE,"sim_487"
3,23,2,"simulated",1,TRUE,"sim_488"
4,27,4,"simulated",4,TRUE,"sim_489"
4,17,2,"simulated",2,TRUE,"sim_490"
3,12,1,"simulated",1,TRUE,"sim_491"
5,25,7,"simulated",7,FALSE,"sim_492"
3,22,2,"simulated",1,FALSE,"sim_493"
4,28,10,"simulated",10,FALSE,"sim_497"
3,22,2,"simulated",1,TRUE,"sim_498"
3,15,2,"simulated",2,TRUE,"sim_499"
6,37,9,"simulated",9,FALSE,"sim_500"
11,62,30,"simulated",30,FALSE,"sim_501"
3,14,2,"simulated",2,TRUE,"sim_502"
4,25,5,"simulated",5,TRUE,"sim_504"
3,15,1,"simulated",1,TRUE,"sim_505"
4,12,3,"simulated",2,FALSE,"sim_508"
3,18,2,"simulated",1,TRUE,"sim_509"
3,21,1,"simulated",1,TRUE,"sim_510"
4,20,4,"simulated",4,FALSE,"sim_511"
5,43,9,"simulated",9,FALSE,"sim_513"
4,14,3,"simulated",3,FALSE,"sim_514"
4,26,7,"simulated",7,FALSE,"sim_515"
3,26,3,"simulated",3,TRUE,"sim_517"
3,28,4,"simulated",2,FALSE,"sim_519"
3,30,4,"simulated",3,TRUE,"sim_520"
3,21,2,"simulated",1,TRUE,"sim_521"
3,20,1,"simulated",1,TRUE,"sim_522"
3,17,2,"simulated",1,TRUE,"sim_523"
10,67,26,"simulated",26,FALSE,"sim_524"
13,92,35,"simulated",34,FALSE,"sim_525"
4,28,5,"simulated",5,TRUE,"sim_526"
3,17,1,"simulated",1,TRUE,"sim_527"
3,4,1,"simulated",1,TRUE,"sim_528"
3,21,1,"simulated",1,TRUE,"sim_529"
10,69,31,"simulated",31,FALSE,"sim_530"
3,24,1,"simulated",1,TRUE,"sim_531"
3,13,1,"simulated",1,TRUE,"sim_532"
3,15,1,"simulated",1,TRUE,"sim_533"
7,53,17,"simulated",17,FALSE,"sim_534"
3,20,1,"simulated",1,TRUE,"sim_535"
3,23,1,"simulated",1,TRUE,"sim_536"
6,45,13,"simulated",13,FALSE,"sim_537"
4,20,2,"simulated",2,FALSE,"sim_538"
3,17,1,"simulated",1,TRUE,"sim_540"
6,48,10,"simulated",10,FALSE,"sim_541"
3,12,1,"simulated",1,TRUE,"sim_542"
4,39,3,"simulated",3,TRUE,"sim_545"
3,17,1,"simulated",1,TRUE,"sim_546"
3,16,3,"simulated",3,FALSE,"sim_547"
6,51,19,"simulated",19,FALSE,"sim_548"
3,16,3,"simulated",3,FALSE,"sim_550"
3,9,1,"simulated",1,TRUE,"sim_551"
5,35,8,"simulated",8,FALSE,"sim_553"
7,53,16,"simulated",16,FALSE,"sim_554"
5,35,9,"simulated",9,FALSE,"sim_559"
8,57,21,"simulated",21,FALSE,"sim_560"
4,25,4,"simulated",3,FALSE,"sim_561"
3,15,1,"simulated",1,TRUE,"sim_562"
4,31,4,"simulated",2,TRUE,"sim_563"
10,71,23,"simulated",23,FALSE,"sim_565"
3,6,1,"simulated",1,TRUE,"sim_566"
3,25,1,"simulated",1,TRUE,"sim_567"
6,31,15,"simulated",15,FALSE,"sim_568"
3,13,1,"simulated",1,TRUE,"sim_572"
5,37,8,"simulated",8,FALSE,"sim_573"
6,43,14,"simulated",14,FALSE,"sim_574"
5,41,6,"simulated",5,TRUE,"sim_576"
3,14,2,"simulated",2,TRUE,"sim_577"
3,2,1,"simulated",1,TRUE,"sim_578"
3,16,1,"simulated",1,TRUE,"sim_579"
4,27,3,"simulated",3,TRUE,"sim_580"
3,25,1,"simulated",1,TRUE,"sim_581"
3,8,1,"simulated",1,TRUE,"sim_584"
3,29,2,"simulated",1,TRUE,"sim_586"
4,25,7,"simulated",7,FALSE,"sim_589"
3,7,1,"simulated",1,TRUE,"sim_590"
3,11,1,"simulated",1,TRUE,"sim_591"
3,22,2,"simulated",2,TRUE,"sim_593"
4,55,9,"simulated",9,TRUE,"sim_595"
3,20,1,"simulated",1,TRUE,"sim_599"
4,26,4,"simulated",3,TRUE,"sim_600"
3,20,2,"simulated",1,FALSE,"sim_601"
4,25,3,"simulated",3,FALSE,"sim_603"
3,16,1,"simulated",1,TRUE,"sim_605"
5,38,11,"simulated",11,FALSE,"sim_606"
4,31,4,"simulated",4,TRUE,"sim_609"
3,24,2,"simulated",1,TRUE,"sim_611"
4,35,5,"simulated",5,FALSE,"sim_612"
3,31,1,"simulated",1,TRUE,"sim_613"
3,35,2,"simulated",2,TRUE,"sim_614"
4,33,5,"simulated",5,FALSE,"sim_615"
3,27,1,"simulated",1,TRUE,"sim_616"
6,68,15,"simulated",15,FALSE,"sim_618"
3,31,2,"simulated",1,TRUE,"sim_620"
3,23,2,"simulated",2,TRUE,"sim_621"
5,49,9,"simulated",8,FALSE,"sim_622"
5,36,8,"simulated",8,FALSE,"sim_623"
4,43,5,"simulated",5,FALSE,"sim_624"
5,38,11,"simulated",11,FALSE,"sim_625"
5,54,12,"simulated",12,FALSE,"sim_626"
3,31,3,"simulated",3,TRUE,"sim_627"
5,56,10,"simulated",10,FALSE,"sim_628"
4,24,3,"simulated",3,FALSE,"sim_629"
4,37,6,"simulated",4,TRUE,"sim_630"
4,36,6,"simulated",5,FALSE,"sim_632"
3,28,3,"simulated",2,TRUE,"sim_634"
3,10,1,"simulated",1,TRUE,"sim_635"
4,41,6,"simulated",6,TRUE,"sim_636"
3,33,2,"simulated",2,TRUE,"sim_637"
6,27,8,"simulated",8,FALSE,"sim_638"
9,55,23,"simulated",23,FALSE,"sim_640"
4,10,3,"simulated",3,FALSE,"sim_641"
7,58,18,"simulated",18,FALSE,"sim_643"
3,13,1,"simulated",1,TRUE,"sim_646"
3,25,4,"simulated",2,FALSE,"sim_647"
3,36,3,"simulated",2,TRUE,"sim_648"
4,17,3,"simulated",3,TRUE,"sim_649"
6,48,13,"simulated",13,FALSE,"sim_650"
14,80,35,"simulated",35,FALSE,"sim_652"
3,13,1,"simulated",1,TRUE,"sim_653"
9,65,18,"simulated",18,FALSE,"sim_654"
4,18,2,"simulated",2,FALSE,"sim_655"
5,44,7,"simulated",7,FALSE,"sim_656"
3,13,1,"simulated",1,TRUE,"sim_657"
13,89,33,"simulated",33,FALSE,"sim_658"
31,141,85,"simulated",85,FALSE,"sim_659"
3,21,3,"simulated",2,TRUE,"sim_660"
4,20,3,"simulated",2,TRUE,"sim_666"
3,42,1,"simulated",1,TRUE,"sim_667"
