posvar,posmean,norm,fenergy
28.718031207871505,-1.5020232943845615,-8297.67058044416,-84.11869075841346
30.95452649201652,1.2039624448557251,-830315.6871378057,-45.23212098279316
31.108999498795026,2.0434619084903525,-8.303195387854569e7,-36.371172277302115
31.110577350860225,1.7153391042315889,-8.30319578258336e9,-35.840095403121126
31.110676482059787,1.6860923582511544,-8.303195786526975e11,-35.84098709580874
31.110677860255034,1.6996961717196153,-8.303195786566414e13,-35.85570954483584
31.110677954830052,1.7017224354606404,-8.303195786566807e15,-35.8530395846527
31.11067795610635,1.7010467516114962,-8.303195786566815e17,-35.85223339569438
31.11067795618867,1.7009924309980082,-8.303195786566815e19,-35.852432043541974
31.110677956189893,1.7010207199322886,-8.303195786566813e21,-35.852460210900276
31.110677956189964,1.7010217886831107,-8.303195786566814e23,-35.852450758011614
31.110677956189978,1.7010205139746386,-8.303195786566816e25,-35.852449772099185
31.110677956189978,1.7010205306142832,-8.303195786566815e27,-35.852450218129086
31.110677956189978,1.7010205862916827,-8.303195786566813e29,-35.85245024234268
31.110677956189978,1.7010205831374088,-8.303195786566814e31,-35.85245022223348
31.110677956189978,1.7010205808008403,-8.303195786566816e33,-35.85245022205515
31.110677956189978,1.7010205810352255,-8.303195786566818e35,-35.85245022294105
31.110677956189978,1.7010205811281394,-8.303195786566817e37,-35.852450222910456
31.110677956189978,1.7010205811140868,-8.303195786566814e39,-35.852450222872854
31.110677956189978,1.701020581110619,-8.303195786566813e41,-35.85245022287571
