posvar,posmean,norm,fenergy
2832.862649168301,-16.247540007557742,NaN,-82.32519746809248
2832.862649168157,-15.87466080716031,NaN,-82.34263185420218
2832.862649168135,-15.488007071939236,NaN,-82.35302459775289
2832.8626491680466,-15.153220302310531,NaN,-82.3546943343847
2832.8626491685113,-14.924362480756965,NaN,-82.34774799468141
2832.8626491684986,-14.8353253644657,NaN,-82.3339457944353
2832.8626491682717,-14.895006388843193,NaN,-82.31616650579076
2832.8626491685336,-15.086898853948728,NaN,-82.29769619698254
2832.8626491684186,-15.372973407739416,NaN,-82.281581084467
2832.86264916825,-15.70101124114285,NaN,-82.27019018704277
2832.8626491688387,-16.014005334856645,NaN,-82.26499945440355
2832.862649168563,-16.259958341585428,NaN,-82.26651999590104
2832.8626491686746,-16.40041167460562,NaN,-82.27429078821206
2832.862649168678,-16.416326218743684,NaN,-82.28691971887156
2832.8626491684245,-16.310440589329133,NaN,-82.30222339843408
2832.8626491688733,-16.105863408086368,NaN,-82.31752763464829
2832.862649168797,-15.84130017877528,NaN,-82.33013192343878
2832.862649168774,-15.56386403268191,NaN,-82.33784885309797
2832.86264916822,-15.320784790789254,NaN,-82.33946378894711
2832.862649168176,-15.151458935740083,NaN,-82.33496657267233
2832.862649167822,-15.081163020668123,NaN,-82.32548604099657
2832.862649168628,-15.117415697537623,NaN,-82.31296780842058
2832.862649167866,-15.24948516445305,NaN,-82.29971860976184
2832.8626491670793,-15.450988104578071,NaN,-82.2879589893871
2832.8626491672803,-15.68500848876995,NaN,-82.27948246297751
2832.8626491672744,-15.910765581310963,NaN,-82.27544943873863
2832.8626491667696,-16.09064209630608,NaN,-82.27629206007441
2832.862649167033,-16.19637457129971,NaN,-82.28169585022556
2832.862649166852,-16.21340105452047,NaN,-82.29064785732135
2832.8626491672817,-16.142714871870528,NaN,-82.30156884450344
2832.8626491671585,-16.000021088006783,NaN,-82.31254949583922
2832.8626491669706,-15.812454855888738,NaN,-82.32167920400093
2832.8626491667146,-15.613519715876153,NaN,-82.32740832216791
2832.8626491667865,-15.437174726250104,NaN,-82.3288517357264
2832.86264916729,-15.312102096411358,NaN,-82.3259468100216
2832.862649166838,-15.257111766009983,NaN,-82.3194233174811
2832.8626491672258,-15.278406525739934,NaN,-82.31060526425199
2832.8626491668397,-15.369086829441684,NaN,-82.30111412709743
2832.8626491667196,-15.51088120231513,NaN,-82.29255868223322
2832.8626491666455,-15.67771437366239,NaN,-82.28627757748654
2832.8626491665937,-15.840432991287221,NaN,-82.28316452812487
2832.862649166659,-15.971843623126704,NaN,-82.28357539398598
2832.8626491658993,-16.051201978715135,NaN,-82.28730527095604
2832.8626491668488,-16.06742204254662,NaN,-82.29362994017288
2832.8626491665937,-16.02052094869142,NaN,-82.3014154991472
2832.862649166379,-15.921133262594223,NaN,-82.30929814983415
2832.8626491661803,-15.788260331584683,NaN,-82.31591845890284
2832.862649165712,-15.645710056494352,NaN,-82.3201695468656
2832.8626491655273,-15.517882931347096,NaN,-82.32140232468555
2832.8626491653545,-15.425641647449492,NaN,-82.31953532676607
2832.862649165104,-15.382955439189168,NaN,-82.3150426690695
2832.8626491654054,-15.394849965297418,NaN,-82.30882996213381
2832.862649165352,-15.45695082147532,NaN,-82.30203825524586
2832.862649165077,-15.556628173135056,NaN,-82.2958282422212
2832.8626491654572,-15.675480332054564,NaN,-82.29118949412373
2832.862649165192,-15.792680266625869,NaN,-82.28880074315202
2832.862649165285,-15.88858457322988,NaN,-82.2889491472647
2832.8626491650675,-15.947986397697868,NaN,-82.29150694637974
2832.8626491650703,-15.962480587294383,NaN,-82.29596296094473
2832.8626491649225,-15.931581815335361,NaN,-82.30150766850102
2832.862649164595,-15.86246181777022,NaN,-82.30716710576394
2832.8626491646824,-15.768409992989746,NaN,-82.31197035318951
2832.8626491644645,-15.666331837845156,NaN,-82.31512217420686
2832.8626491643,-15.573747871166576,NaN,-82.31614449096719
2832.8626491648215,-15.50581960496052,NaN,-82.31495408405203
2832.862649164554,-15.472901675073228,NaN,-82.31185960772609
2832.862649164401,-15.4790090287182,NaN,-82.30748273733388
2832.8626491649256,-15.521417224293934,NaN,-82.30262709839485
2832.862649164659,-15.591413805899471,NaN,-82.2981276645362
2832.8626491641785,-15.67602430090412,NaN,-82.294711075848
2832.862649164122,-15.76038011214242,NaN,-82.29288772978452
2832.8626491645914,-15.830302066759664,NaN,-82.29288572183236
2832.8626491640543,-15.874655641528875,NaN,-82.29462931107696
2832.8626491643477,-15.88709160019865,NaN,-82.29776122102612
2832.862649163599,-15.866905960502399,NaN,-82.30170611608241
2832.862649163615,-15.81891292575946,NaN,-82.3057688137551
2832.8626491639366,-15.752395078388282,NaN,-82.3092542032366
2832.862649163761,-15.679347559817057,NaN,-82.31158866636679
2832.8626491636783,-15.612342300622299,NaN,-82.31241910639687
2832.862649163344,-15.56238810078346,NaN,-82.31166869034905
2832.862649163343,-15.537146715563706,NaN,-82.30953823177265
2832.862649163368,-15.539789553730813,NaN,-82.3064555113699
2832.8626491635455,-15.56865945546818,NaN,-82.30298681446902
2832.862649163783,-15.617759435084396,NaN,-82.29973153956348
2832.8626491638533,-15.677950211189472,NaN,-82.29722071594165
2832.862649164124,-15.73862425437838,NaN,-82.29583541776651
2832.862649164418,-15.789554023709723,NaN,-82.2957545893064
2832.862649164078,-15.822595908896337,NaN,-82.29693631746818
2832.8626491639156,-15.83296951743063,NaN,-82.29913285854104
2832.862649164252,-15.81991557310932,NaN,-82.30193680747152
2832.8626491644036,-15.78664877683012,NaN,-82.30485233586023
2832.862649164425,-15.739644219009866,NaN,-82.30738107625439
2832.862649164228,-15.687406363913247,NaN,-82.30910818552638
2832.8626491644945,-15.638950187217088,NaN,-82.30977247083365
2832.862649164441,-15.602262485770064,NaN,-82.30930681287168
2832.862649164686,-15.583003058577027,NaN,-82.30784145150187
2832.8626491646933,-15.583653813959648,NaN,-82.30567115350391
2832.862649164679,-15.603239460490983,NaN,-82.30319506751448
2832.862649164455,-15.637641910657301,NaN,-82.30084280583492
2832.862649164739,-15.680429690196291,NaN,-82.29900109427194
2832.862649164884,-15.724040434932288,NaN,-82.2979529400086
2832.8626491650703,-15.761102202294834,NaN,-82.29783734027183
2832.862649165225,-15.785665291143127,NaN,-82.29863361105481
2832.862649165204,-15.794141246291495,NaN,-82.30017110396125
2832.8626491650025,-15.785803822668331,NaN,-82.3021622010026
2832.862649165148,-15.762786686329358,NaN,-82.30425356040814
2832.862649164979,-15.729600124117777,NaN,-82.3060875995593
2832.8626491653154,-15.692268977201701,NaN,-82.30736381910742
2832.862649165469,-15.657253285883666,NaN,-82.30788888428378
2832.8626491650716,-15.630342663073943,NaN,-82.30760617096121
2832.862649165076,-15.615711525980101,NaN,-82.30659966668554
2832.862649164999,-15.615287118945641,NaN,-82.30507259931551
2832.862649165277,-15.6285230358512,NaN,-82.30330632100504
2832.862649165277,-15.652598706075322,NaN,-82.3016083736236
2832.862649164983,-15.682992763288519,NaN,-82.30025965776008
2832.8626491646764,-15.71431758645308,NaN,-82.2994694984036
2832.8626491649416,-15.741263270266574,NaN,-82.29934499653041
2832.862649165275,-15.759487472370514,NaN,-82.29987826174465
2832.8626491652085,-15.766303801946789,NaN,-82.3009524448571
2832.8626491655455,-15.761061710252077,NaN,-82.30236501724585
2832.862649165432,-15.74516739381309,NaN,-82.3038644031335
2832.8626491654345,-15.721757805107547,NaN,-82.3051939582192
2832.8626491654277,-15.695097693233812,NaN,-82.3061358170487
2832.862649165529,-15.669813148431183,NaN,-82.30654687349329
2832.862649165409,-15.650097692463081,NaN,-82.30638049452136
2832.8626491652817,-15.63902565955625,NaN,-82.30569038395356
2832.862649165429,-15.638083704441144,NaN,-82.30461664513996
2832.862649165841,-15.646989761302068,NaN,-82.30335756500995
2832.862649165718,-15.663817407849699,NaN,-82.30213307799931
2832.862649165694,-15.685391433278756,NaN,-82.3011468068064
2832.86264916562,-15.707876274211046,NaN,-82.30055308659325
2832.8626491653317,-15.727449945686043,NaN,-82.30043389486718
2832.8626491650193,-15.740946380983493,NaN,-82.30078865066844
2832.8626491654036,-15.746359500684006,NaN,-82.30153778566228
2832.862649165685,-15.74313022956425,NaN,-82.30253900892671
2832.8626491654595,-15.732177618705704,NaN,-82.30361336447777
2832.8626491656573,-15.715679965294024,NaN,-82.30457665788958
2832.8626491656073,-15.696653621553471,NaN,-82.3052708748794
2832.862649165555,-15.678409143187043,NaN,-82.30559013653851
2832.8626491652817,-15.66398159711849,NaN,-82.305496713499
2832.8626491655205,-15.655631985770622,NaN,-82.30502454465841
2832.862649165575,-15.654500564738024,NaN,-82.3042701547763
2832.8626491654118,-15.660463767450295,NaN,-82.30337324204129
2832.862649165297,-15.672209950453135,NaN,-82.3024909525302
2832.862649165966,-15.687511701943485,NaN,-82.3017706539249
2832.8626491658656,-15.7036403580797,NaN,-82.30132584753119
2832.862649165961,-15.717846813785723,NaN,-82.30121893328305
2832.862649165912,-15.727824863173588,NaN,-82.30145317684787
2832.8626491657933,-15.732079887162124,NaN,-82.30197469025302
2832.862649165151,-15.730144983680425,NaN,-82.30268370695399
2832.8626491651694,-15.722614817862592,NaN,-82.30345304446314
2832.86264916517,-15.710999424232812,NaN,-82.30415053766546
2832.862649165603,-15.69743038425721,NaN,-82.30466157926048
2832.862649165685,-15.684275224940713,NaN,-82.30490789304145
2832.8626491659297,-15.673728895557751,NaN,-82.30485936882769
2832.8626491659143,-15.667452040211334,NaN,-82.3045371153271
2832.862649165774,-15.666314881047557,NaN,-82.30400756146696
2832.862649165793,-15.670285202979704,NaN,-82.30336908027789
2832.8626491660452,-15.678473016583814,NaN,-82.30273386617955
2832.8626491657287,-15.689317572732255,NaN,-82.30220843268239
2832.8626491658965,-15.700879079175879,NaN,-82.30187607596531
2832.8626491657574,-15.711181493537488,NaN,-82.3017840702696
2832.862649165509,-15.718546507614906,NaN,-82.30193741336234
2832.862649165758,-15.721862923235149,NaN,-82.30229981209118
2832.862649165511,-15.720748915284485,NaN,-82.30280144737208
2832.8626491657355,-15.715584544205319,NaN,-82.30335201357275
2832.862649165854,-15.707414690872046,NaN,-82.30385671488625
2832.862649166104,-15.697744377233974,NaN,-82.30423244610961
2832.8626491664854,-15.688265583151288,NaN,-82.30442139319916
2832.8626491667796,-15.680564493152312,NaN,-82.30439978857521
2832.8626491660125,-15.675859270768685,NaN,-82.30418047739522
2832.862649166527,-15.674811144227885,NaN,-82.30380910848362
2832.8626491658433,-15.677437394362514,NaN,-82.30335491218193
2832.8626491658342,-15.683136450712512,NaN,-82.30289793041288
2832.862649166213,-15.690815998571473,NaN,-82.30251506188097
2832.862649166243,-15.699098067856314,NaN,-82.30226732758683
2832.862649166249,-15.706563255852686,NaN,-82.30219039757412
2832.862649166296,-15.711991299520715,NaN,-82.30228976392664
2832.8626491660903,-15.714557686965328,NaN,-82.30254112778584
2832.862649166332,-15.71395514624407,NaN,-82.30289571574349
2832.8626491661626,-15.710422841367869,NaN,-82.30328946412988
2832.862649166391,-15.70468237795253,NaN,-82.30365441324511
2832.862649166004,-15.697795435686759,NaN,-82.30393032510165
2832.862649166269,-15.690970385207843,NaN,-82.30407454512306
2832.862649166094,-15.685352638034512,NaN,-82.30406848064285
2832.8626491667783,-15.681834704605489,NaN,-82.30391971034442
2832.8626491663163,-15.68091705470715,NaN,-82.30365954572312
2832.8626491664377,-15.682640977564951,NaN,-82.30333667268724
2832.862649166041,-15.686601604128468,NaN,-82.30300815413966
2832.862649165469,-15.692035415699843,NaN,-82.30272945338015
2832.862649165594,-15.697964278567957,NaN,-82.30254520453741
2832.862649165631,-15.703369317474136,NaN,-82.30248222686623
2832.8626491658647,-15.70736408155822,NaN,-82.30254582609405
2832.8626491654395,-15.709337903430312,NaN,-82.30271983911621
2832.8626491656014,-15.70904663231967,NaN,-82.30297025400682
2832.8626491654177,-15.706637766245128,NaN,-82.30325166395437
2832.8626491653504,-15.70260860878301,NaN,-82.30351537505544
2832.8626491655837,-15.697707401289257,NaN,-82.30371774677292
2832.8626491653636,-15.692796542175,NaN,-82.30382734529098
2832.8626491651044,-15.68870255084953,NaN,-82.30382973587143
2832.8626491655627,-15.686078591710949,NaN,-82.30372918786179
2832.862649165712,-15.685302138059887,NaN,-82.30354713155157
2832.862649165478,-15.686423462800944,NaN,-82.303317777242
2832.8626491651808,-15.689171410291344,NaN,-82.30308177729648
2832.8626491648565,-15.693012987663094,NaN,-82.30287909906633
2832.862649164941,-15.697254410697383,NaN,-82.302742346189
2832.8626491649143,-15.701164803692615,NaN,-82.30269162048626
2832.8626491649175,-15.70410075966743,NaN,-82.302731704503
2832.862649164752,-15.705610769852195,NaN,-82.30285192542101
2832.862649165005,-15.705502831137583,NaN,-82.30302860657343
2832.8626491647715,-15.703865459597258,NaN,-82.30322959335012
2832.862649164442,-15.701040601735679,NaN,-82.30342001674512
2832.8626491643695,-15.697555091741995,NaN,-82.30356827919718
2832.8626491648315,-15.694023987906439,NaN,-82.30365124329774
2832.862649164659,-15.691043271611433,NaN,-82.30365777465249
2832.8626491651307,-15.689090421538088,NaN,-82.30359010187226
2832.8626491651344,-15.688449245912219,NaN,-82.303462855411
2832.8626491651908,-15.689170562678388,NaN,-82.30330005244855
2832.8626491653017,-15.69107378275321,NaN,-82.30313063384824
2832.862649165739,-15.693787351730133,NaN,-82.3029833768278
2832.8626491660266,-15.696819556634662,NaN,-82.30288206802607
2832.8626491659943,-15.699646466756468,NaN,-82.30284173257155
2832.8626491660316,-15.701801469700273,NaN,-82.30286649826394
2832.862649165576,-15.702951271884455,NaN,-82.30294937707208
2832.8626491660325,-15.702946167332861,NaN,-82.30307391616634
