posvar,posmean,norm,fenergy
32.21466918876273,-1.3051369178202967,-1323.442496855011,-91.63166457041177
30.7900230266632,-1.6266540839070802,-191084.03308770078,-37.264662295412336
31.03527197639982,-0.39183192717160137,-2.751655948170036e7,-35.178276370212515
31.095728951472903,1.694939945038688,-3.9623850318065104e9,-35.57685868731805
31.109823385006898,1.910998594160896,-5.705834450463479e11,-35.884880648361005
31.11000600939317,1.7171332509018729,-8.216401608714027e13,-35.90730578208991
31.110024760586356,1.6941653503670728,-1.183161831654866e16,-35.8693886288887
31.110026036953514,1.6988839767435693,-1.7037530375830075e18,-35.85898253826217
31.110026108754695,1.701047757607738,-2.453404374119531e20,-35.860434262084766
31.11002611164526,1.7011691357776624,-3.532902298732126e22,-35.86123294825529
31.110026111834173,1.7010404400097696,-5.087379310174261e24,-35.861303160186154
31.110026111844213,1.7010152473660343,-7.325826206650936e26,-35.86128472228124
31.110026111844775,1.7010184430011164,-1.0549189737577348e29,-35.861276052860006
31.110026111844807,1.701020426399897,-1.5190833222111381e31,-35.86127522886848
31.110026111844807,1.7010206884462526,-2.1874799839840393e33,-35.861275521714106
31.11002611184481,1.7010206117728377,-3.149971176937017e35,-35.8612755926779
31.110026111844807,1.7010205813311392,-4.535958494789304e37,-35.861275589928525
31.11002611184481,1.7010205795705016,-6.5317802324966e39,-35.861275585583286
31.110026111844807,1.7010205807601868,-9.405763534795104e41,-35.86127558516695
31.11002611184481,1.7010205811276342,-1.3544299490104948e44,-35.86127558546299
